StationName,Latitude,Longitude,GroupCode,Time,month,year,HUC12,do,tn,tp,watertemp,airtemp_narr,precip3_narr,precip24_narr,precip48_narr,windspeed_narr
NTN015,40.30842,-76.84942,PADEP,17:30:00,4,2015,020503051007,11.94,0.93,0.011,16.12,17.18283,0.0,0.0,0.0,27.338463
NTN015,40.30842,-76.84942,PADEP,12:30:00,4,2015,020503051007,10.07,1.979,0.102,12.06,15.641693,0.0,20.789062,53.546875,37.265957
NTN015,40.30842,-76.84942,PADEP,08:00:00,4,2015,020503051007,10.0,2.336,0.075,11.91,11.133026,0.8671875,37.976562,33.44654,15.868169
NTN015,40.30842,-76.84942,PADEP,17:00:00,5,2015,020503051007,6.31,1.178,0.019,19.0,15.858734,0.0,0.002516329,0.010328829,46.02965
NTN015,40.30842,-76.84942,PADEP,15:30:00,6,2015,020503051007,8.89,0.906,0.085,16.52,14.538483,1.578125,26.21103,25.058641,16.623508
NTN015,40.30842,-76.84942,PADEP,17:30:00,6,2015,020503051007,9.73,1.356,0.014,22.4,27.421783,0.0,0.171875,3.5546875,9.630675
NTN015,40.30842,-76.84942,PADEP,17:30:00,7,2015,020503051007,9.31,1.168,0.021,22.7,25.448639,1.6328125,3.2734375,18.9375,13.49747
NTN015,40.30842,-76.84942,PADEP,17:30:00,8,2015,020503051007,9.02,1.03,0.018,23.2,25.468903,0.0,0.4296875,0.4453125,9.140982
NTN015,40.30842,-76.84942,PADEP,17:45:00,9,2015,020503051007,10.4,1.065,0.017,20.57,27.54892,0.0,0.0,0.0,0.21645717
NTN015,40.30842,-76.84942,PADEP,07:00:00,9,2015,020503051007,7.97,1.359,0.121,20.56,20.358673,0.25,39.5625,40.46875,6.37611
NTN015,40.30833,-76.85,PADEP,10:30:00,10,2014,020503051007,10.52,2.893,0.061,13.6,14.914032,0.0078125,0.953125,4.3515625,15.252651
NTN015,40.30833,-76.85,PADEP,10:50:00,10,2014,020503051007,10.17,2.006,0.077,14.4,15.533478,0.0,33.257812,22.664062,14.992136
NTN015,40.30833,-76.85,PADEP,09:30:00,10,2014,020503051007,10.41,2.301,0.056,12.95,11.935394,0.0,2.34375,15.2890625,1.1898322
NTN015,40.30833,-76.85,PADEP,11:00:00,11,2014,020503051007,12.11,2.85,0.048,6.74,2.2036438,2.953125,5.609375,13.5859375,15.011011
NTN015,40.30833,-76.85,PADEP,11:00:00,12,2014,020503051007,13.51,2.421,0.037,4.59,-4.4999695,0.0,0.0078125,7.7890625,0.65543294
NTN015,40.30833,-76.85,PADEP,12:00:00,12,2014,020503051007,12.59,2.32,0.03,5.08,0.4383545,0.265625,7.234375,8.4453125,25.534143
NTN015,40.30833,-76.85,PADEP,11:00:00,3,2015,020503051007,13.21,4.3469999999999995,0.155,4.39,-1.6730042,0.0,0.0027737839,0.0078125,27.437195
NTN015,40.30833,-76.85,PADEP,11:00:00,4,2015,020503051007,10.58,1.768,0.055,10.87,10.503265,0.0,33.421875,32.79029,37.222767
NTN015,40.30833,-76.85,PADEP,11:00:00,4,2015,020503051007,7.68,1.66,0.025,9.87,6.337982,0.0234375,0.032477733,2.8840404,22.57431
NTN015,40.30833,-76.85,PADEP,10:00:00,6,2015,020503051007,10.14,3.025,0.073,15.86,18.112213,0.001236731,0.058261383,0.051685613,0.580834
NTN015,40.30833,-76.85,PADEP,11:00:00,6,2015,020503051007,9.77,2.659,0.12,15.3,19.505524,0.03125,23.460938,21.117188,4.8496766
NTN015,40.30833,-76.85,PADEP,08:00:00,6,2015,020503051007,9.94,2.968,0.069,14.45,12.828278,0.0,0.234375,0.9385207,7.6383905
NTN015,40.30833,-76.85,PADEP,10:30:00,7,2015,020503051007,10.42,3.62,0.048,15.33,15.256256,0.0,0.0625,0.03125,16.337505
NTN015,40.30833,-76.85,PADEP,10:30:00,8,2015,020503051007,9.53,4.442,0.047,19.26,21.703522,0.0,0.0078125,4.1099854,1.734369
NTN015,40.30833,-76.85,PADEP,10:00:00,9,2015,020503051007,10.11,3.672,0.08,14.59,10.235077,0.0,0.0,0.02666575,9.156627
NTN015,40.00917,-76.16222,PADEP,09:30:00,10,2014,020503061202,7.8,8.06,0.066,13.87,8.2453,0.0,0.015625,0.015625,6.6386304
NTN015,40.00917,-76.16222,PADEP,07:50:00,10,2014,020503061202,6.06,3.895,1.434,17.74,14.75058,0.0,67.03125,70.94531,7.9080925
NTN015,40.00917,-76.16222,PADEP,09:30:00,11,2014,020503061202,11.31,7.932,0.129,2.22,-1.0464172,0.0,0.046875,0.046875,10.878764
NTN015,40.00917,-76.16222,PADEP,07:30:00,12,2014,020503061202,11.12,7.882,0.254,6.2,1.3930969,0.0,13.375,12.7265625,54.42455
NTN015,40.00917,-76.16222,PADEP,09:15:00,12,2014,020503061202,8.3,8.593,0.047,5.85,-0.19033813,0.0,0.0,0.0,8.478337
NTN015,40.00917,-76.16222,PADEP,09:50:00,1,2015,020503061202,8.3,7.948,0.301,3.82,-0.55041504,0.015625,0.0234375,1.5625,1.6175766
NTN015,40.00917,-76.16222,PADEP,09:00:00,2,2015,020503061202,13.4,9.379,0.127,2.63,-7.1331787,0.0,0.0625,0.07319786,5.471291
NTN015,40.00917,-76.16222,PADEP,09:35:00,3,2015,020503061202,10.54,4.324,1.187,1.38,3.067047,0.0027737839,19.165058,19.20245,9.355968
NTN015,40.00917,-76.16222,PADEP,09:05:00,3,2015,020503061202,10.6,7.573,0.164,9.37,3.5254822,0.09375,16.578125,17.148438,16.054306
NTN015,40.00917,-76.16222,PADEP,09:45:00,4,2015,020503061202,10.1,7.838,0.036,9.83,7.809601,0.0,0.0,0.040406864,2.716809
NTN015,40.00917,-76.16222,PADEP,08:45:00,5,2015,020503061202,5.4,7.036,0.132,17.11,10.8715515,0.0,0.57962126,0.51712126,5.1648226
NTN015,40.00917,-76.16222,PADEP,09:30:00,6,2015,020503061202,5.08,6.765,0.168,18.69,19.899078,0.0,0.0234375,25.242188,32.07597
NTN015,40.00917,-76.16222,PADEP,08:00:00,6,2015,020503061202,6.42,5.881,0.739,22.0,21.373932,0.5625,19.425112,20.3548,0.40963706
NTN015,40.00917,-76.16222,PADEP,09:40:00,7,2015,020503061202,5.6,6.609,0.0975,22.88,24.50064,0.03125,0.30792758,2.12824,5.273875
NTN015,40.00917,-76.16222,PADEP,07:50:00,7,2015,020503061202,4.5,6.689,0.746,22.21,19.240143,0.0,14.01586,13.104563,9.727545
NTN015,40.00917,-76.16222,PADEP,09:35:00,8,2015,020503061202,5.6,6.827999999999999,0.1405,21.7,20.294342,0.0,0.1328125,0.1328125,1.3082724
NTN015,40.00917,-76.16222,PADEP,09:50:00,9,2015,020503061202,5.8,7.196,0.117,21.57,21.639069,0.0,0.0,0.0,7.2416687
NTN015,40.00917,-76.16222,PADEP,07:00:00,9,2015,020503061202,7.34,4.998,1.106,18.7,14.284821,0.0,35.92606,35.918247,8.71354
NTN015,40.34239,-76.5611,PADEP,11:45:00,11,2014,020503050802,16.06,6.006,0.085,7.2,-1.7339172,0.0,0.046875,0.0546875,15.729793
NTN015,40.34239,-76.5611,PADEP,10:00:00,12,2014,020503050802,13.6,6.118,0.12,8.7,-0.19033813,0.0,0.0,0.0078125,9.0495615
NTN015,40.34239,-76.5611,PADEP,09:30:00,1,2015,020503050802,12.65,7.094,0.12,6.9,-0.98791504,0.015625,0.0,0.7109375,4.2521195
NTN015,40.34239,-76.5611,PADEP,04:50:00,2,2015,020503050802,10.56,6.78,0.087,7.2,0.5555725,0.0078125,0.171875,2.4375,12.869992
NTN015,40.34239,-76.5611,PADEP,12:00:00,3,2015,020503050802,11.7,6.187,0.332,6.3,2.317047,0.0027737839,12.321307,12.319639,11.245078
NTN015,40.34239,-76.5611,PADEP,10:00:00,3,2015,020503050802,12.55,5.752,0.344,4.8,-1.9230042,0.0,0.0027737839,0.0078125,14.045206
NTN015,40.34239,-76.5611,PADEP,11:00:00,3,2015,020503050802,10.56,5.48,0.155,6.6,2.3832397,0.0036438066,6.451227,1.5173705,48.95768
NTN015,40.34239,-76.5611,PADEP,13:30:00,3,2015,020503050802,14.63,6.511,0.079,9.2,13.182648,0.5390625,0.5625,10.7109375,35.39868
NTN015,40.34239,-76.5611,PADEP,08:45:00,4,2015,020503050802,11.96,6.626,0.057,11.5,4.8888855,0.0,0.002380315,0.5414428,5.4210176
NTN015,40.34239,-76.5611,PADEP,11:30:00,5,2015,020503050802,9.45,6.032500000000001,0.122,17.1,20.004303,0.0,0.0,0.0078125,5.278922
NTN015,40.34239,-76.5611,PADEP,10:30:00,6,2015,020503050802,7.1,4.1,0.136,17.7,22.158203,0.078125,33.750008,46.929787,3.8801446
NTN015,40.34239,-76.5611,PADEP,10:30:00,6,2015,020503050802,9.45,5.749,0.097,17.6,22.882965,0.0,0.578125,0.65625,4.5287137
NTN015,40.34239,-76.5611,PADEP,10:00:00,6,2015,020503050802,7.44,4.716,0.132,19.2,23.052643,0.078125,32.05011,32.339172,10.575995
NTN015,40.34239,-76.5611,PADEP,11:30:00,7,2015,020503050802,8.02,5.232,0.09,19.3,23.110992,0.0234375,12.90625,13.03125,2.5631533
NTN015,40.05226,-76.65446,PADEP,09:00:00,10,2014,020503060707,10.06,3.124,0.164,15.6,12.851776,0.0,1.171875,5.1875,37.565163
NTN015,40.05226,-76.65446,PADEP,08:15:00,10,2014,020503060707,8.79,1.854,0.183,18.4,14.87558,0.03125,44.242188,47.367188,16.300886
NTN015,40.05226,-76.65446,PADEP,11:30:00,11,2014,020503060707,11.43,2.539,0.179,12.0,6.743683,1.4453125,18.742188,20.890625,24.978495
NTN015,40.05226,-76.65446,PADEP,09:30:00,11,2014,020503060707,16.67,3.077,0.08,4.1,-1.5464172,0.0,0.0390625,0.046875,14.564197
NTN015,40.05226,-76.65446,PADEP,08:15:00,12,2014,020503060707,15.9,3.973,0.086,6.6,-0.22439575,0.0,0.1484375,0.0,9.557873
NTN015,40.05226,-76.65446,PADEP,07:45:00,1,2015,020503060707,13.98,4.612,0.145,3.9,-0.55862427,0.0078125,0.0,0.1875,5.7250867
NTN015,40.05226,-76.65446,PADEP,11:45:00,2,2015,020503060707,12.78,4.277,0.116,4.1,0.20687866,0.2421875,0.15625,1.765625,14.928841
NTN015,40.05226,-76.65446,PADEP,08:45:00,3,2015,020503060707,14.53,4.342499999999999,0.69,2.2,2.842865,0.0,12.657245,12.652206,10.825618
NTN015,40.05226,-76.65446,PADEP,13:00:00,3,2015,020503060707,11.87,3.716,0.217,5.2,4.478607,0.0,0.4236206,0.18744269,87.50127
NTN015,40.05226,-76.65446,PADEP,10:00:00,3,2015,020503060707,13.77,4.235,0.061,5.8,3.6557312,0.0,1.015625,13.3203125,7.456549
NTN015,40.05226,-76.65446,PADEP,11:00:00,4,2015,020503060707,15.66,3.689,0.061,13.3,7.862915,0.0,0.002380315,2.0023804,10.008578
NTN015,40.05226,-76.65446,PADEP,08:45:00,5,2015,020503060707,7.66,2.224,0.321,21.1,18.051361,0.1171875,38.173817,38.558968,6.4062862
NTN015,40.05226,-76.65446,PADEP,08:30:00,5,2015,020503060707,7.68,3.073,0.166,20.4,15.810822,0.0,0.0,0.0,13.701599
NTN015,40.05226,-76.65446,PADEP,08:30:00,6,2015,020503060707,6.91,1.763,0.181,22.4,21.022797,0.03125,25.69532,49.148537,6.3544364
NTN015,40.05226,-76.65446,PADEP,10:00:00,7,2015,020503060707,8.77,3.188,0.18,22.5,22.77359,0.0,6.015625,6.3391776,5.9423704
NTN015,40.05226,-76.65446,PADEP,09:30:00,7,2015,020503060707,7.67,2.242,0.187,22.8,23.235992,0.0,18.015625,18.015625,2.3115487
NTN015,40.05226,-76.65446,PADEP,10:30:00,8,2015,020503060707,7.35,2.709,0.201,24.75,22.641754,0.0,1.0546875,7.078125,8.067213
NTN015,40.05226,-76.65446,PADEP,10:00:00,9,2015,020503060707,7.41,2.787,0.096,17.7,12.972687,0.0,0.0078125,0.0,13.463404
NTN015,40.95814,-76.61912,PADEP,10:30:00,10,2014,020501071003,10.12,0.593,0.015,15.68,15.351532,0.0703125,0.6796875,7.6796875,22.805592
NTN015,40.95814,-76.61912,PADEP,11:30:00,10,2014,020501071003,8.23,0.989,0.095,16.37,12.1770935,0.0,0.0625,0.3046875,26.59634
NTN015,40.95814,-76.61912,PADEP,11:30:00,10,2014,020501071003,8.82,0.929,0.102,13.72,0.63931274,0.015625,0.0234375,0.328125,6.215968
NTN015,40.95814,-76.61912,PADEP,12:30:00,10,2014,020501071003,10.24,0.748,0.046,11.34,10.9010315,0.0,0.0,0.0,11.5645895
NTN015,40.95814,-76.61912,PADEP,11:00:00,11,2014,020501071003,12.62,0.65,0.043,5.38,1.5786438,2.421875,4.0,12.859375,24.25066
NTN015,40.95814,-76.61912,PADEP,11:00:00,12,2014,020501071003,13.19,1.033,0.095,1.95,-5.0624695,0.0,0.0078125,5.84375,3.512598
NTN015,40.95814,-76.61912,PADEP,11:30:00,12,2014,020501071003,13.27,0.999,0.097,2.04,-0.12414551,1.2109375,2.796875,6.3359375,17.89035
NTN015,40.95814,-76.61912,PADEP,12:30:00,12,2014,020501071003,13.31,0.788,0.021,2.41,2.455719,0.0,0.0234375,0.1796875,1.3541927
NTN015,40.95814,-76.61912,PADEP,12:00:00,12,2014,020501071003,12.66,0.8955,0.056499999999999995,4.38,-1.6034851,0.0,0.040568475,0.04932059,5.8561144
NTN015,40.95814,-76.61912,PADEP,13:30:00,1,2015,020501071003,14.19,1.045,0.022,0.06,-7.889862,0.0,0.0035965103,0.0035965103,2.1197293
NTN015,40.95814,-76.61912,PADEP,12:00:00,1,2015,020501071003,14.01,1.161,0.021,0.32,-11.434082,0.0,0.0,3.3046875,2.7878206
NTN015,40.95814,-76.61912,PADEP,13:00:00,2,2015,020501071003,15.24,1.352,0.02,0.04,-9.383026,0.0,0.125,0.7109375,2.5440748
NTN015,40.95814,-76.61912,PADEP,11:30:00,2,2015,020501071003,15.82,1.305,0.024,0.03,-13.387054,0.0,0.0234375,0.070594765,6.723113
NTN015,40.95814,-76.61912,PADEP,10:30:00,3,2015,020501071003,13.36,1.845,0.083,0.01,-3.1105042,0.0,0.0027737839,0.0078125,41.109703
NTN015,40.95814,-76.61912,PADEP,14:30:00,4,2015,020501071003,11.98,1.038,0.084,4.84,5.866791,0.1875,11.281596,10.532941,39.98109
NTN015,40.95814,-76.61912,PADEP,14:30:00,4,2015,020501071003,11.04,0.894,0.07,8.73,14.073975,0.0,0.015625,0.015625,29.259634
NTN015,40.95814,-76.61912,PADEP,12:00:00,4,2015,020501071003,10.9,0.747,0.033,9.22,6.4898987,0.0,0.0,0.0009008758,10.16198
NTN015,40.95814,-76.61912,PADEP,14:30:00,5,2015,020501071003,7.44,0.482,0.033,19.7,13.50412,0.0,1.5415789,0.002516329,44.98987
NTN015,40.95814,-76.61912,PADEP,12:00:00,5,2015,020501071003,10.29,0.654,0.036000000000000004,23.79,22.518951,0.0,0.5,6.2109375,25.63375
NTN015,40.95814,-76.61912,PADEP,13:00:00,6,2015,020501071003,6.05,0.69,0.04,25.2,25.95987,0.09375,0.0078125,7.8671875,12.816966
NTN015,40.95814,-76.61912,PADEP,10:45:00,6,2015,020501071003,7.21,0.684,0.06,23.8,23.712067,0.0,7.0859375,10.587174,2.9171712
NTN015,40.95814,-76.61912,PADEP,12:30:00,6,2015,020501071003,8.22,0.946,0.086,24.9,23.728668,0.0,1.7109375,2.546875,1.7581736
NTN015,40.95814,-76.61912,PADEP,12:15:00,6,2015,020501071003,8.45,0.814,0.052,23.3,23.079254,0.0,0.0,4.0557284,4.393656
NTN015,40.95814,-76.61912,PADEP,14:30:00,6,2015,020501071003,8.6,0.898,0.058,20.8,19.324371,0.0,0.7578125,11.172895,16.641357
NTN015,40.95814,-76.61912,PADEP,10:30:00,6,2015,020501071003,8.62,0.838,0.088,20.6,17.668121,1.6015625,0.9697707,27.7836,12.002965
NTN015,40.95814,-76.61912,PADEP,12:00:00,7,2015,020501071003,8.93,1.147,0.136,19.6,19.891998,0.0,26.649769,25.048206,13.193885
NTN015,40.95814,-76.61912,PADEP,15:00:00,7,2015,020501071003,8.3,0.715,0.042,26.3,23.580719,0.34375,0.34375,4.203317,7.536566
NTN015,40.95814,-76.61912,PADEP,08:30:00,7,2015,020501071003,7.75,0.505,0.037,26.71,21.377838,0.0,0.0,2.0157886,10.207159
NTN015,40.95814,-76.61912,PADEP,14:30:00,8,2015,020501071003,8.52,0.448,0.024,25.3,21.033112,0.0,1.6796875,2.0078125,2.9679449
NTN015,40.95814,-76.61912,PADEP,11:30:00,8,2015,020501071003,8.95,0.489,0.031,24.73,15.91861,0.0,0.0,0.00062984717,2.4447017
NTN015,40.95814,-76.61912,PADEP,14:45:00,9,2015,020501071003,10.57,0.621,0.021,25.63,24.265991,0.0078125,0.0,0.0078125,0.11673944
NTN015,40.95814,-76.61912,PADEP,10:30:00,9,2015,020501071003,8.63,0.535,0.019,20.93,20.388275,1.2421875,34.851562,34.898438,13.891111
NTN015,41.25083,-75.88111,PADEP,12:30:00,10,2014,020501070205,9.34,0.672,0.022,15.56,21.960876,0.0,0.6328125,6.40625,76.03865
NTN015,41.25083,-75.88111,PADEP,13:30:00,10,2014,020501070205,8.49,1.04,0.177,16.08,14.408112,0.0546875,0.0859375,0.78125,30.513426
NTN015,41.25083,-75.88111,PADEP,13:30:00,10,2014,020501070205,9.01,0.803,0.087,13.13,9.330536,0.015625,0.046875,0.640625,29.369026
NTN015,41.25083,-75.88111,PADEP,12:30:00,11,2014,020501070205,12.46,0.602,0.027,5.66,2.1169434,2.6484375,5.4453125,11.53125,29.240826
NTN015,41.25083,-75.88111,PADEP,13:00:00,12,2014,020501070205,13.2,0.907,0.104,1.98,-2.7020264,0.0,0.015625,9.015625,21.290539
NTN015,41.25083,-75.88111,PADEP,10:00:00,12,2014,020501070205,13.27,0.843,0.074,1.84,-0.7491455,3.375,2.6640625,13.4921875,11.036074
NTN015,41.25083,-75.88111,PADEP,10:30:00,12,2014,020501070205,13.39,0.725,0.02,2.08,-2.2528381,0.0,0.015625,0.1640625,5.127463
NTN015,41.25083,-75.88111,PADEP,11:30:00,2,2015,020501070205,13.87,1.331,0.012,1.18,-16.407684,0.0,0.1328125,0.6328125,7.2604275
NTN015,41.25083,-75.88111,PADEP,12:30:00,3,2015,020501070205,13.36,1.625,0.028,1.83,-0.8524475,0.0,0.0,0.010855496,72.5866
NTN015,41.25083,-75.88111,PADEP,12:30:00,4,2015,020501070205,12.02,0.968,0.078,4.53,3.9292908,0.390625,11.219096,9.759503,54.81336
NTN015,41.25083,-75.88111,PADEP,12:30:00,4,2015,020501070205,11.05,0.913,0.069,8.38,12.386475,0.0,0.015625,0.015625,49.579414
NTN015,41.25083,-75.88111,PADEP,12:30:00,5,2015,020501070205,7.05,0.54,0.028,19.7,12.50412,0.0,0.002516329,0.002516329,62.02733
NTN015,41.25083,-75.88111,PADEP,11:30:00,6,2015,020501070205,5.82,0.667,0.066,23.5,21.562653,0.0,0.26686174,0.5,6.7903023
NTN015,41.25083,-75.88111,PADEP,09:15:00,6,2015,020501070205,8.4,0.822,0.064,22.3,19.524567,0.0,0.2109375,4.8840494,1.0195656
NTN015,41.25083,-75.88111,PADEP,11:00:00,6,2015,020501070205,8.36,1.1,0.171,21.9,17.840729,0.0,4.9921875,5.953125,5.219182
NTN015,41.25083,-75.88111,PADEP,12:30:00,6,2015,020501070205,8.9,0.682,0.066,19.8,18.136871,0.015625,1.109375,8.868208,13.352419
NTN015,41.25083,-75.88111,PADEP,12:30:00,7,2015,020501070205,8.25,0.701,0.044,24.9,24.330719,0.0703125,0.0703125,1.0939422,6.731754
NTN015,41.25083,-75.88111,PADEP,12:45:00,8,2015,020501070205,8.87,0.483,0.028,22.9,20.095612,0.0,1.03125,2.4140625,4.2767053
NTN015,41.25083,-75.88111,PADEP,12:45:00,9,2015,020501070205,8.67,0.686,0.021,22.47,23.453491,0.0,0.0,0.0,1.2336999
NTN015,41.76535,-76.4405,PADEP,14:30:00,10,2014,020501060502,10.09,0.8260000000000001,0.0195,17.75,22.210876,0.0,0.2734375,8.9375,70.75273
NTN015,41.76535,-76.4405,PADEP,13:30:00,10,2014,020501060502,8.89,1.07,0.158,16.85,14.489655,0.0,1.1796875,11.0,23.024103
NTN015,41.76535,-76.4405,PADEP,16:00:00,10,2014,020501060502,8.34,0.854,0.112,15.27,12.491669,0.0,1.328125,3.046875,30.235434
NTN015,41.76535,-76.4405,PADEP,10:00:00,10,2014,020501060502,10.48,0.826,0.048,10.37,1.307251,0.0,0.0078125,0.1015625,10.802968
NTN015,41.76535,-76.4405,PADEP,15:00:00,11,2014,020501060502,12.48,0.733,0.016,5.19,1.4294434,1.734375,4.6796875,9.109375,23.586643
NTN015,41.76535,-76.4405,PADEP,10:00:00,11,2014,020501060502,14.07,0.888,0.026,7.23,10.891449,0.90625,10.765625,11.6796875,85.79142
NTN015,41.76535,-76.4405,PADEP,15:00:00,12,2014,020501060502,13.45,0.839,0.059,2.78,-2.7645264,0.0,0.015625,2.7734375,27.19072
NTN015,41.76535,-76.4405,PADEP,08:00:00,12,2014,020501060502,12.88,0.738,0.041,2.64,-2.0054016,0.09375,0.1953125,3.4375,10.290568
NTN015,41.76535,-76.4405,PADEP,08:00:00,12,2014,020501060502,13.3,0.805,0.019,3.2,-3.5368958,0.0,0.1328125,0.265625,7.708125
NTN015,41.76535,-76.4405,PADEP,10:00:00,12,2014,020501060502,12.55,0.934,0.046,4.78,-1.7909851,0.0,0.15775597,0.22119558,7.379349
NTN015,41.76535,-76.4405,PADEP,09:00:00,1,2015,020501060502,14.87,1.121,0.018,1.12,-13.310089,0.0,0.015625,0.20672151,6.7832265
NTN015,41.76535,-76.4405,PADEP,10:00:00,1,2015,020501060502,14.23,1.343,0.019,0.15,-13.996582,0.0078125,0.0078125,2.484375,14.753721
NTN015,41.76535,-76.4405,PADEP,09:30:00,2,2015,020501060502,15.28,1.407,0.013,0.1,-16.282684,0.0078125,0.0234375,1.359375,14.909038
NTN015,41.76535,-76.4405,PADEP,14:30:00,3,2015,020501060502,13.27,2.021,0.15,0.28,-1.1024475,0.0,0.0,0.010855496,59.314495
NTN015,41.76535,-76.4405,PADEP,10:15:00,4,2015,020501060502,11.96,1.055,0.097,4.04,4.056183,5.703125,16.180035,25.805035,22.492764
NTN015,41.76535,-76.4405,PADEP,10:30:00,4,2015,020501060502,11.09,0.869,0.061,7.85,4.4952393,0.0,0.0078125,0.015625,13.049021
NTN015,41.76535,-76.4405,PADEP,09:30:00,4,2015,020501060502,10.95,0.7965,0.0275,8.48,4.3023987,0.0,0.0078125,0.07121338,10.436332
NTN015,41.76535,-76.4405,PADEP,10:15:00,5,2015,020501060502,8.2,0.764,0.029,17.5,9.979797,0.002196051,0.23469529,0.21345383,35.336502
NTN015,41.76535,-76.4405,PADEP,09:30:00,5,2015,020501060502,8.54,0.715,0.024,22.85,22.143951,0.0,0.6328125,2.125,24.359768
NTN015,41.76535,-76.4405,PADEP,10:30:00,6,2015,020501060502,7.05,0.98,0.075,20.6,15.237213,0.001236731,7.4332614,5.739186,10.378672
NTN015,41.76535,-76.4405,PADEP,09:00:00,6,2015,020501060502,6.65,1.041,0.073,21.2,17.378479,0.0234375,0.16529924,1.0168617,10.244157
NTN015,41.76535,-76.4405,PADEP,09:00:00,6,2015,020501060502,8.88,0.91,0.09,20.9,13.204254,0.0,1.734375,1.7734375,10.673714
NTN015,41.76535,-76.4405,PADEP,10:15:00,6,2015,020501060502,8.44,0.712,0.039,21.4,16.203033,0.0078125,0.0,2.4072912,0.878851
NTN015,41.76535,-76.4405,PADEP,10:15:00,6,2015,020501060502,8.79,0.904,0.104,17.7,13.683746,0.1875,4.5,13.329145,5.379673
NTN015,41.76535,-76.4405,PADEP,13:00:00,6,2015,020501060502,8.56,0.813,0.054,19.98,16.261871,0.296875,11.040083,28.080475,28.112625
NTN015,41.76535,-76.4405,PADEP,10:00:00,7,2015,020501060502,9.13,1.143,0.18,18.3,19.266998,0.0,20.329456,19.391956,8.082148
NTN015,41.76535,-76.4405,PADEP,10:30:00,7,2015,020501060502,8.39,0.7,0.05,22.6,19.570953,0.015625,0.0,0.2109375,3.6840365
NTN015,41.76535,-76.4405,PADEP,11:00:00,7,2015,020501060502,7.85,0.5934999999999999,0.028999999999999998,25.65,23.251617,2.4140625,0.03125,3.1564136,8.873089
NTN015,41.76535,-76.4405,PADEP,11:00:00,8,2015,020501060502,8.7,0.656,0.031,22.1,13.499908,0.0,1.2734375,1.28125,1.0788274
NTN015,41.76535,-76.4405,PADEP,09:30:00,8,2015,020501060502,8.74,0.693,0.033,20.74,14.98111,0.0,0.0,0.047504846,1.6373506
NTN015,41.76535,-76.4405,PADEP,11:00:00,9,2015,020501060502,8.96,1.021,0.042,20.43,14.524597,0.0,0.0,0.001348149,4.5150948
NTN015,41.76535,-76.4405,PADEP,14:30:00,9,2015,020501060502,9.06,0.774,0.027,18.61,14.83609,1.109375,27.851562,25.039062,119.461815
NTN015,40.65472,-77.58333,PADEP,13:00:00,10,2014,020503040702,9.2,1.395,0.183,15.99,18.014679,0.046875,16.101562,7.921875,8.59028
NTN015,40.65472,-77.58333,PADEP,13:30:00,11,2014,020503040702,14.0,0.443,0.009,1.53,-5.5292053,0.0078125,0.3359375,3.1328125,31.155703
NTN015,40.65472,-77.58333,PADEP,15:30:00,12,2014,020503040702,13.68,1.112,0.453,2.9,6.125946,2.7265625,17.3125,20.617188,5.225672
NTN015,40.65472,-77.58333,PADEP,13:00:00,12,2014,020503040702,13.02,0.745,0.031,2.7,1.6724243,0.0078125,0.15625,2.7265625,82.34021
NTN015,40.65472,-77.58333,PADEP,14:30:00,3,2015,020503040702,14.11,1.475,0.13,0.18,4.671814,1.8377404,12.144163,14.364658,22.951818
NTN015,40.65472,-77.58333,PADEP,12:00:00,3,2015,020503040702,13.83,2.208,0.309,0.91,8.7500305,0.0,0.1328125,0.113732666,26.799665
NTN015,40.65472,-77.58333,PADEP,10:00:00,4,2015,020503040702,12.98,1.991,0.343,3.73,5.1491394,1.9140625,9.1015625,15.761588,31.10667
NTN015,40.65472,-77.58333,PADEP,11:00:00,4,2015,020503040702,11.02,1.074,0.195,9.88,9.065765,0.0,18.8125,19.423101,69.69409
NTN015,40.65472,-77.58333,PADEP,11:30:00,5,2015,020503040702,9.66,0.478,0.029,19.21,19.44165,0.0703125,7.0253787,8.778692,3.868709
NTN015,40.65472,-77.58333,PADEP,16:00:00,6,2015,020503040702,10.39,0.559,0.044,18.1,23.846588,0.0,0.6015625,7.7432084,17.568863
NTN015,40.65472,-77.58333,PADEP,11:00:00,7,2015,020503040702,9.08,0.434,0.023,21.95,22.798492,0.015625,6.6796875,6.921875,0.70065105
NTN015,40.65472,-77.58333,PADEP,07:30:00,8,2015,020503040702,7.96,0.348,0.021,19.22,13.211578,0.0,0.008442347,0.008442347,10.701237
NTN015,40.96814,-76.8733,PADEP,13:30:00,10,2014,020502061207,10.02,0.499,0.013,19.29,21.148376,0.0,0.28125,24.09375,74.73761
NTN015,40.96814,-76.8733,PADEP,13:00:00,10,2014,020502061207,9.18,0.625,0.019,18.28,18.077179,0.0,11.9296875,9.203125,17.43238
NTN015,40.96814,-76.8733,PADEP,14:30:00,10,2014,020502061207,9.39,0.546,0.025,17.24,15.677155,0.0,0.09375,2.953125,29.026855
NTN015,40.96814,-76.8733,PADEP,08:00:00,10,2014,020502061207,9.84,0.4795,0.010499999999999999,11.19,2.4483337,0.0,0.0,0.0,12.68599
NTN015,40.96814,-76.8733,PADEP,08:00:00,11,2014,020502061207,13.75,0.79,0.013,2.63,8.693512,1.109375,13.4296875,14.578125,84.88734
